text,stance
wahhh... Parah.  Generasi penerus bangsa moralnya seperti itu.  Apalagi kuliah difakultas Hukum diUniversitas papan atas pula.  Ironis,Supportive
REPTIL HARUN MENTORNYA..😅😅,Neutral
iya kak kamu lemot.,Neutral
kalau ntar sudah jadi PEJABAT HUKUM.... Akan ada tukar guling kasus dengan layanan MESUM....DO jalan terbaik,Advocacy
Nag bebemba,Neutral
maaf ini kasus apa ya aku blm tau?,Neutral
16 Calon manusia yg bisa bikin kacow diluar kampus kalo dibiarin keluar.,Neutral
"main tiktok 24jam, TPI ga tau ada berita apa",Neutral
smaa kaa🙃🥺,Neutral
Ku gk ngerti istilah downfal dst 😢,Neutral
"Wajib DO, DARI UI. MEMALUKAN KREDIBILITAS FH UI... JGN ADA KAMPUS LAIN SELURUH INDONESIA YANG MENERIMA",Advocacy
bos itu apa?,Neutral
tetep di UI aja emang bisa ngampus gak bawa muka.,Neutral
itu korban?,Neutral
"Fh ui apaan, bukan nya nm universitas nya ui ya knp jd fh ui apa ganti nama kah, emang fh singkatan dari apa klo ui udah familiar artinya universitas Indonesia klo fh apa tuh boleh kasih tau",Neutral
DO sajalah masa mahasiswa hukum melanggar hukum padahal belum juga masuk dunia kerja,Advocacy
"Hahahah. Kalau demo kata2nya kaya paling bener eh kelakuannya sampah
Ini baru mahasewa",Neutral
Sekarang tau kan gmn kualitas penegak hukum di Indonesia??,Advocacy
"gatau, se kecewa apa kakanya :(",Neutral
"Bagus juga, diperhadapkan langsung di depan umum dan korban sebagai bentuk sanksi sosial secara langsung di luar sanksi hukum. Seumur hidup orang akan mengetahui, merekam dan mengingat kebejatan mereka.",Advocacy
"mahasiswa ui, pelecehan verbal",Neutral
"@── Lihat 1.967 balasan ﹀: @── Lihat 1.967 balasan ﹀:yang ketinggalan sini aku ceritain singkat, jadi ada mahasiswa fh ui yang melakukan pelecehan melalui chat, kalian bisa liat (cari chat mahasiswa ui) korban wanita & ada dosen juga , kurng lebih begitu klo ada salah tolong benerin.",Neutral
Hukum yg baru sudah berlaku ya harus di proses  hukum,Advocacy
Memalukan saja,Neutral
.. Padahal UI loh... Jurusan hukum lagi..yang seharusnya jadi pengadilan eh malah jadi pelaku,Supportive
"ya Allah maafkan aku, dialog cewenya berasa natural kaya di FTV gitu, semoga semua baik² Sjah semangat",Supportive
Gunung kembar,VictimBlaming
Banyak Bang. Kampus negeri ga cuma UI yg begini. Kampus kampus top lain banyak yg bejad juga n dari dulu,Neutral
Artinya si pelaku ini berfikir kalo korban malah stuju di “gituin”,VictimBlaming
sexual harassment (verbal) in #1 top uni (UNIVERSITY INDONESIA) and in ((((Law Faculties)))),Neutral
"ini fakultas hukum wkwkwkwkw, wah parah ini makin gk karuan hukum di indoneisa ke depan nya kalau 16 orang ini lanjut wkwkwkwkwk",Advocacy
ah gak usah dibesar besarkan.....,VictimBlaming
"Beneeer, sibuk organisasi waktu habis sok sibuk kesana kemari nilai jeblok",Neutral
"menurutku keren sih mahasiswanya, ngga semua kampus berani kaya gitu👍",Neutral
Jokes apasi gila?,Neutral
mana gntng lagi 🥹,Neutral
"Mana ini UI, harusnya tegas terapkan  DO mahasiswa pembuat gaduh gini,terapkan semboyan Veritas (Kejujuran) , Probitas (Kebenaran), Iustitia (Keadilan)",Advocacy
terus kenapa tot,Neutral
nyesel bgt tidur awal,Neutral
TOBRUT NGOMONG KEADILAN 😂😂😂,VictimBlaming
​@smiLe-cg5wj di bunuh di kampus UI itu sdh lama terjadi bahkan saat adekku kuliah di sana hampir setiap tahun ada korbannya. Aku di UGM kalau ada yang mati di kampus paling karena bunuh diri karena di DO ngga pernah ada ceritanya di bunuh orang.,Neutral
tujuan mereka masuk hukum apaan sii,Neutral
"Beh beh beh universitas bergengsi kok malah ga bermoral gini mahasiswa nya,  kirain sekolah tinggi kok malah jadi penjahat kelamin, parah parah",Supportive
Malu bgt sii sekolah pendidikan kerennya tapi otak isinya gitu,Supportive
"hati"" bun apalagi pergaulan jmn skrng bebas bgt",Neutral
Ini UI kok buat pengadilan pelaku seperti ini..pelaku harusnya cukup diberi surat DO bukan dg pengadilan terbuka dan dgn makian sprti itu...pelaku juga punya keluarga..cukup silent dan DO sudah kapok itu pelaku,VictimBlaming
ikutin dong kak aku jg punya narsum yg bisa kasi info A1 😋🙏🏻,Neutral
"Itukah namanya KKN , UI 😮",Neutral
mungkin mereka nyalahin UI karena kasus nya kebanyakan di UI kak ketimbang kampus lain. contoh kasus yg hilang 10 tahun aja belum tuntas sampai sekarang,Neutral
"WKWK KETEBAK, template dan kek mau jawab debat calon osis cuh 😭",Neutral
Polisi yg salah hukum seumur hidup,Neutral
Kronologis pelecehan dalam bentuk verbal action atau digital kok rombongan ini,Neutral
fakultas hukum lo ini ya tuhan,Neutral
"Inilah akibat orang tua kurang mengajarkan pendidikan moral. Orang tua sibuk dg hp dan pekerjaan sehingga lupa mendidik anak dg moral. Kesalahan anak, kesalahan orang tua dmasa dahulu.",Supportive
"sedih banget waktu dosen nya bilang ""pas saya lihat grupnya ternyata ada nama saya"" 🥹🥹🫰🏻 hug jauh buat para korban 🥹🫰🏻",Supportive
"tetap ada lah hubungannya dengan universitas, selama ini gimana peranan universitas ko ada mahasiswanta melakukan pelecehan seksual.",Neutral
Kan katanya demokrasi 😂😂😂😜🤪😛,Neutral
gw bingung gantengnya darimana coeg 😭,Neutral
"Jd mereka anak fhui ber16 itu punya grup gitu kak bareng2 aku kurang paham grup apa awalnya krn lagi ga on di x, tp di grup tsb byk bahasan yg kurang pantes soal temennya smpe ke dosen perempuan, kebetulan mereka2 ini punya jabatan penting yg seharusnya sgt menjaga perilaku yg aku blg tadi, kaka sambil search2 lagi aja ya🥰",Neutral
ks tuh singkatan kekerasan seksual ya?,Neutral
Insyaallah KLO mereka mau bertobat Allah yg maha pengasih & penyayang Selalu Terbuka bagi hamba nya yg ingin bertobat,VictimBlaming
"maaf ka aku mikirin banget korbannya sekarang gimana yaa🥺 pasti dia trauma mau peluk korbanyaaa😭😭🥺 jujur sumpah sebagai prempuan pasti semuanya sedih sama korbanya yang selama itu dia bungkam buat engga bilang dan ngerasa takut, hugg jauhh🥺🥺🥺",Supportive
gpt bgt lho yah😂,Neutral
miris bgt zaman sekarang😔,Neutral
"Ini yang di banggakan,sekolah masih di bayar ortu berlagak sudah melebihi segalanya.cara bicara saja sudah tidak ada adab.emah kalau lulusnapa langsung bisa kerja.kelihatan isinya mengalahkan tingkat anak tk.mungkin anak tk masih bisa di atur oleh gurunya.",Supportive
"Saya juga baru kepikiran. pelaku melecehkan di grup WA tertutup dan privat, tidak ada korban di grup WA itu. Adapun korban justru melecehkan di muka umum dan terang-terangan",VictimBlaming
"gila, lama banget, keburu tidur kak",Neutral
Bubarkan fhui gambaran pendidikan gagal Indonesia,Advocacy
untuk dihukum,Neutral
Dia mawapresss,Neutral
"verbal di chat grup, korbannya gak cuma mahasiswa tp sampe ke dosen2nya juga di objektifikasi sm mereka",Neutral
itu korban pelecehan,Neutral
ka sama lagi😂,Neutral
bisa pencemaran nama baik,Neutral
Iya kenapa sihh apaan? Kirain diperkosa,Neutral
Ni yg suka dEmo hujat pak prabowo bukan?,Neutral
"Terapkan aturan islam dalam bidang politik, ekonomi, sosial, budaya, pendidikan dan sisi kehidupan lainnya, Niscaya kekisruhan dan persoalan serupa bisa dicegah. Manusia diciptakan oleh Tuhan Yang Maha Kuasa. Agar tertib dan aman, sudah saatnya manusia mau tunduk dan patuh pada aturan yang dibuat oleh yang menciptakannya. Sebab hanya Dialah yang tahu Persis, dengan cara apa manusia itu seharusnya diatur. Tatanan dasar seluru h aspek kehidupan sudah lengkap diatur dalam Al Quran dan Sunnah Nabi Nya. Tinggal percaya atau tidak dan mau atau tidak. Walloohu a’lam bis showab",Advocacy
"ada kocak
Jika FH UI(kampus fakultas hukum terbaik se indonesia) tidak bisa menyelesaikan kasus ini, masa depan ketegakan hukum di Indonesia terancam",Advocacy
maafkan saya kak sbg cowok malu banget sumpah 🙏 heran ya anak fh padahal 😝🥺,Supportive
ini kalo beneran gak di DO kebangetan si,Advocacy
"Kalau kasus individual begini pada garang. Menunjukkan penuhnya kemarahan sosial rakyat pada situasi saat ini. Tapi buntu dan mati saat pengusutan kasus pejabat atau pemerintah. Seperti kasus ijazah palsu, obrak- abrik UU demi tambang oligarky atau UU pemilu di bawah umur, kasus antrian kejang2 atau bahkan meninggal akibat vaksin covid sampai kasus menu Embege",Advocacy
nyeh emg ui jelek tp org org taunya yg jeleknya doang,Neutral
betul organisai organisasi itu tidak penting baik buat pengalaman atau untuk pembenrukan mental dan karakter katanya. sama sekali ga penting dan ga ngaruh. yg ada malah bisa dapat pengaruh negatif. toh kita sudah ada dalam organisasi terbesar yaitu dunia ini yg akan menggembleng kita.,Neutral
setuju king,Neutral
"bukti yg ganteng blom tentu baik but,yg baik udh pasti ganteng",Neutral
"Hah mana ga paham si kak, mereka buat grup chat buat ngomongin badan perempuan, ngomongin pelecehan yg mereka lakuin ke perempuan juga, isi pembicaraannya bahkan ada dosen juga dan teman terdekat pelaku",Neutral
"yg paling penting harus tau dulu arti inside jokes. kalo udah ngerti, ini harusnya banyak yg kena masalah sama persis kaya gini. karena yg lain inside jokesnya ga go public.",Neutral
Yang penting orang yang melanggar hukum adalah orang yang paham hukum,Neutral
ini yg kelas internasional atau reguler?,Neutral
"ngomongin mesum rame², pikiran mesum diobral, ga punya malu! pikiran mesum bukannya dihilangkan malah diumbar dijadikan forum! Gila! Kasihan orang tuanya, pasti ngrasa gagal didik anak.",Neutral
Let us fight to support to eliminate them 🤲🏻🤲🏻🤲🏻🤲🏻 //safe FH UI //lesson of life for all of generations 🤲🏻,Supportive
setahun lagi tamat yaa,Neutral
"@Deaalssss:Hah mana ga paham si kak, mereka buat grup chat buat ngomongin badan perempuan, ngomongin pelecehan yg mereka lakuin ke perempuan juga, isi pembicaraannya bahkan ada dosen juga dan teman terdekat pelaku",Neutral
jadi takut deh berpakaian di luar sana😭,Neutral
"lsraeI 🙏 😎 🇮🇱 ❤️ sebagai penemu internet hadir Memantau, para mahasiswa, dosen, ustadz dan pihak lainnya yang gemar melakukan pelecehan di lndonesia",Neutral
aminn bun semoga sehat'selalu,Neutral
Boong dari maneee gw nontonnya dari papua jam 4 di sini jam 2 disana btw …. 🤪,Neutral
"Pemerintah segera bertindak utk tutup fakultas hukum UI, krn intelektualnya rusak, moralnya rusak, imannya rusak, adabnya rusak, kampus yg selama ini paling benar, berkoar koar jelekin pemerintah, ternyata allah buktikan justru yg rusak adalah universitas indonesia itu sendiri, rakyat sdh muak dgn universitas indonesia yg sok paling benar, paling hebat, paling populer, paling pintar, dan ternyata allah putar balikan fakta yaitu kampus yg ddh tdk berakhlak.",Advocacy
logika aja mereka calon orang hukum loh?? apa kita bakalan terus2an normalisasi pelecehan yang salah itu korbannya? mau diletakkan dimana terus harga diri perempuan?,Supportive
"yahh ini sih malahan dikampus"" terkenal n banyakan isinya dari kalangan anak orang berada kelakuanya malah makin"" ini yg gua rasain aja ya temen"" gua yg benran kaya dari lair krlakuanya ada aja karna dia berasa di safe zone dia punya yg bakal beresin semua kelakuan dia sedangnkan temen"" gua yg emng kalangan menengah kebawah rata"" malah bener"" aja kelakuanya ibarat dia udah mode survival dia udah ngga mau bertidak yg bakal ngerugiin dia makanya sebisa mungkin ga aneh""",Neutral
"ngga tau orang lain yang pernah kuliah, tapi aku pribadi ngerasain perubahan setelah kuliah gimana, dari cara bicara, cara menanggapi masalah, itu beda dengan beberapa temen yang maaf ngga kuliah, tapi kalo yang lulusan SMA/SMK masih mending kak obrolan masih nyambung, tapi kalo dibawah itu *maaf aku malah sampe dibilang sok bahasa tinggi, padahal mungkin dia yang nggak ngerti. tapi yang lulusan SMA/SMK lebih suka tanya apa yang mereka nggak mengerti. ada pribadi yang dari sananya memang sulit diubah, ngga mau mengikuti pendidikan yang dia enyam. ada yang memang udah cerdas secara tata bahasa dan pemikiran meski tanpa kuliah, dan ada juga yang harus berpendidikan tinggi dulu baru dia bisa berprogress—dan aku sendiri tipe yang ini. jadi bukan berarti dengan adanya kasus ini jadi underestimate dengan perkuliahan yah ka🙏🏻 kalau memang ada biaya, sekolahlah setinggi²nya, terutama untuk anak cucu kita.",Neutral
busett jalannya berasa idol,Neutral
"No wonder Najwa Shihab bisa sekeren itu, ternyata ruang tempat dia tumbuh sekeren ini. Semoga kaka dan lainnya bisa jadi Nana-Nana selanjutnya🥺",Neutral
buat ngacak ngacak sistem hukum,Neutral
"JANGAN  DISALAHKAN  KAMUS NYA DONG 
INDIVIDU  NYA  SAJA TDK PUNYA MORAL 
PECAT DARI UI / PROSES

MAKA NYA  SERAHKAN  JUGA KPD  GURU  JIKA BERADA  DI SEKOLAH 
KLU MURID  KURANG AJAR HARUS  DI HUKUM 
BUKAN LAPOR ORTU 
DARI SEKOLAH SD SMP UNIVERSITAS  HRS MELAKUKAN HAL INI

KLUARKAN DARI SEKOLAH UTK MEMBUAT JERA  
ORTU JG IKUT CAMPUR KLU MEMANG  ANAK NYA BERMASALAH DAN KURANG AJAR  !!!!!",Advocacy
Harusnya di pecattt para oknum mahasiswa ini!!!! Dan lanjutkan ke proses hukum!!!!,Advocacy
"jadi kalau g di DO, brrti ""Universitas Hukum Terbaik di Indonesia"" hanya sebatas klaim sepihak. begitu ya?",Advocacy
Belajar hukum untuk melanggar hukum 👊👊👊👊👊,Neutral
mba yg baju belang mantep bgt maju,Supportive
salfok sama yng kecolok matanya😹,Neutral
Ui Ui..Universitas Udar Ider 😂 nu paham org sunda hungkul sih 😂 Sabenerna mah nu karieu teh loba..Cuma yah kabeneran weh Ui nu apes krn dishare kamana2 😅 Ternyata mahasiswa ayeuna makin kadieu makin bobrok 😁,Neutral
"entah kenapa siklus kyk gini selalu berulang😮‍💨
(oknum berulah - diprotes - dibungkam dgn alasan merusak nama baik kampus - redup)",Advocacy
UI ADALAH UNIVERSITAS TERNAMA DI INDONESIA TERNYATA DIHUNI OLEH MANUSIA HINA DAN RENDAH TAK BERMORAL😊,Supportive
moderator nyaa kerewnn bangewttttt gue yakin dia juga marah tapii keren bangeett bisa setenang ituu 🥰🥰🥰🥰,Supportive
Aamin ya robbal alamin,Neutral
"MAHASISWA2   "" UI "" ....???.
KALAUUU   "" DEMO "" ....SOK""  DIAA
.....PALINGGGG   SUCI ...??????
HAAAAAAAA   PALING  KOTORR",Supportive
"Fakultas hukum , smua laki2 kah 16 org?",Neutral
"bunda yg terhormat, organisasi tidak bersalah. tapi oknumnya. organisasi mewadahi sumber daya manusia. saya kuliah di universitas yang ada di Manado, saya masuk organisasi dalam kampus badan tadzkir dan di luar kampus yaitu himpunan mahasiswa Islam tapi tidak ada tuh seperti mereka ini. di sana kami di ajarkan berfikir kritis, menjadi pribadi yang berguna. istilahnya agen of change. karna kebanyakan orang masuk organisasi hanya fomo doang. bukan niat buat meningkatkan kualitasnya.",Neutral
Kampus abal2.g ad tindakan harusnya DO.tapi sayangnya cuma sangsi..,Advocacy
"Pelecehan apa? Lewat apa? Siapa yg dituju? Di grup? Ranah pribadi ya? Kena pasal apa? Uu apa? Kalo emg pelecehan verbal artinya pelaku melontarkan kata2nya ke korban langsung seperti cat calling, nah kalo ini kasusnya apa?",Neutral
Hebat juga ya Pak uk ltas Hukum UI bisa bebas melakuan pelecehan. Bisa jadi teladan bagi Ini Persitas Hukum lain.,Neutral
Jangan biasakan mesum berkedok jokes,Supportive
pelaku KS di fakultasi hukun UI ka,Neutral
salfok gua banyak yang nge gifttt😭😭😭,Neutral
Chat mesum ttg mahasiswa itu penyakit. Chat mesum ttg dosen itu mahapenyakit,Neutral
haha.. paling dimaafkan sepihak.😅,Neutral
"Ketika masuk Universitas Indonesia kini banyak yang melalui jalur finansial ketimbang prestasi akademik, mengakibatkan munculnya kasus seperti ini?",Neutral
kakk nasib aku yg umum ya 12 tahun gimana 😳,Neutral
Ngak Usa bawa 2 negara emang negara tau kalau ada ? Pelecehan di UI begini lah manusia 2 penyakit hati selalu menyalakan pemerintah  😂😂😂,Neutral
jangan ada lagi univ yang menerima..,Advocacy
"Tidak ada satupun dari kita yang tidak jatuh dalam kesalahan, cuma masalah besar kecilnya, ketahuan atau tidaknya. Allah سبحانه وتعالى maha menutup aib. Saran saya pribadi sebagai seorang muslim sebagai seoranh ayah yang juga punya anak, sebaiknya anak-anak ini diberikan kesempatan untuk terus belajar, meneruskan pelajaran, perjalanan mereka masih panjang dan masa depan masih terbuka luas. Berikan bimbingan, dampingi perjalanan hidupnya ke depan degan arahan dan ilmu agama. إِنْ شَاءَ اللّهُ mereka akan jadi anak-anak yang lebih baik. Kalau orang tua saja banyak yang terjatuh dalam kesalahan, banyak yang korupsi, bahkan orang-orang yang sekolahnya sudah sangat tinggi. Apalagi anak-anak kita yang baru menjadi dewasa, baru tumbuh di zaman fitnah luar biasa. Mereka pantas diberikan kesempatan, dan hukuman yang mendidik.",VictimBlaming
Hrs diberi hukum sosial dan minta maaaf dan sebut sdh melakukan apaaa aja,Advocacy
PECAAATTT AIA DO DGN TDK HORMAT,Advocacy
macam ganteng x ku tngok kelen,Neutral
knapa jdi DO?,Neutral
"PLS DO & BLACKLIST AJA ANAK KAYA MEREKA, ANAK HUKUM LOH GIMANA NASIB INDO KLO PUNYA APARAT HUKUM KAYA MEREKA NANTI.",Advocacy
Bukan urusan saya,Neutral
"ini beneran atau lagi latihan drama, kalo benar mereka calon penegak hukum masa depan",Neutral
"​@jhonwalker6700grup chat mesum, ada yg bocorin grup nya, bukan pelecehan fisik",Neutral
"ga semua orang punya apk x, tinggal jelasin apa susahnya 🤣",Neutral
"KALO SAYA YANG BODOH JUSTRU HARUSNYA PEMBUKTIAN HUKUM TERBALIK :
1.KALO YANG BIKIN ULAH SATU DUA ORANG BISA DIBILANG OKNUM
2.KALO SAMPAI SEBANYAK ITU ,MAKA PERTANYAAN KEMBALI KE KAMPUS ( BUKAN KE MAHASISWA  DAN RAME2 KITA BULY , BUKAN BERARTI SAYA SETUJU DENGAN TINDAKAN PARA MAHASISWA TERSEBUT ) , BAGAIMANA CARANYA KAMPUS MENGAJARKAN AKHLAK / BUDI PEKERTI ?????!!!!.... , ( TIDAK ADA  SAMA SEKALI / DOSENNYA JUGA BEGITU ) ????
 APALAGI INI DI FAKULTAS HUKUM",Advocacy
tiktok gw ketinggalan infoo,Neutral
jelek semua jauh gantengan juga gua,Neutral
"Sungguh memalukan dan mencoreng nama baik UI dan tidak menjaga marwah UI, bayangkan sekelas mahasiswa FH UI bisa terlibat kasus pelecehan seksual gak habis pikir otaknya dimana ya dan yg melakukan tindakan itu jumlahnya 16 orang gilaaa banyak bgt parah wajib harus di DO dan di hukum itu biar jera !!!",Advocacy
ngapain jir ngelecehin,Neutral
gokil Mn gokil,Neutral
asli wkwkwk aku liat livenya smpe dipagerin sm dosen,Neutral
"Cowok bodoh, Napa tidak liat tiktod aja disana banyak cewek melecehkan dirinya sendiri malah cari perkara",VictimBlaming
DO dan pidanakan.,Advocacy
Di DO saja kemudian proses hukum sesuai kasus  pelecehan sexualitas,Advocacy
"Hukum DO tp klu utk 2 orang ini kasih dikit keringanan karena paling ga dia udh dtng mengakui kesalahan nya hukuman sedikit lebih ringan dr yg lain,kasih lah kesempatan tp tetap hukuman nya biar jd pelajaran kedepan jgn sampe terjadi lg,maaf klu pendapat saya salah",Advocacy
"apa ada korban yg di lecehkan, kalo ada bs di proses",Neutral
"GIFT NYA BISA DIMATIIN DULU GA SI😭
LAGI NONTON SRIUS JD SALFOK EFEK GIFT NYA",Neutral
aku liat ga ada yg ganteng ah😭,Neutral
Rata rata muhhamad namanya 😂😂😂,Neutral
"Hal ini hanya berlaku bagi sebagian individu dan tidak mencerminkan keseluruhan. Oleh karena itu, jangan berpikir bahwa tindakan satu orang mencerminkan seluruh komunitas kampus.",Neutral
"KELUARKAN DARI KAMPUS... LAPORKAN POLISI...

SUDAH HARUSNYA POLISI MASUK",Advocacy
"MEMALUKAN ANAK HUKUM KOK GINI...DO!!! DEMI HARGA DIRI INDONESIA

.ini ui bawa nama Indonesia",Advocacy
ini yg mana ka klo boleh tau,Neutral
Hai manusia udah jngn pada sekolah jngn pd kuliah malah tdk pintar! Jadilah orang bodoh ada rasa takut akan Dosa2!,Neutral
"Proses Hukum hrs di tegakkan d Indonesia ini...
Tanpa pandang bulu y...",Advocacy
pdhal gnteng smua loh😭,Neutral
dari pacar salah satu pacar mereka ka,Neutral
kasus pelecehan seksual yang dilakukan mahasiswa ka,Neutral
"inilah wajah pakultas di indonesia, negara luar sudah maju ya teknologi di Indonesia sangat memalukan",Neutral
samaaa plis,Neutral
tau darimana uy bagi donng,Neutral
Mahasiswa fakultas hukum?...😮,Neutral
Pendidikan di luar pondok lebih mengerikan,Neutral
Konoha GAK ADA YANG BERES.,Neutral
loh ko nunduk sihhhh,Neutral
echa auranya manis bgt pdhl,Neutral
Universitas Indonesia...,Neutral
di app mana bang,Neutral
sedih kalo liat papa akseyna minta keadilan di x 😭😭😭,Neutral
"Tunjukin dong pala pelaku,,,biar kelihatan bullying di fakultas ternama di Indonesia",Advocacy
Kuliah di universitas ternama moral TDK mendukung TDK bisa saya bayang kan kalau mereka slsai kuliah ada yg jadi menteri anggota DPR.Penegak hukum atau pejabat lain nya.bisa rusak negara korupsi merajalela hukum di perjual belikan .kebijakan asal BPK senang. itulah akibat nya inilah fakta yg bisa terjadi,Neutral
"iyaa bangg, aku cuma agak gimana nama FHUI jadi tercemar",Neutral
kurasa amukan dan amarah nya akan sekamakin memanas.... :) pls buat dan ambil keputusan yg SEADIL ADILNYA @univ_indonesia,Advocacy
"Kerja Demo, mesum, hukum mati, gambar photo, tempat tinggal alamat temoat tinggal harus di bukabiar rakyat tahu",Advocacy
dalam hati mereka lagi ngomong apa ya,Neutral
ponakan dekan kan ya salah satunya?,Neutral
Pecat saja jadi mahasiswa..!! Ini Peringatan bagi yang lain..!!,Advocacy
Dan didunia kerja,Neutral
"doain aja kak, agar anak2 kita selalu dipertemukan dan dikelilingi dgn org2 yg sholeh, baik, jujur, en amanah..kemana pu mereka pergi🙏",Neutral
Maksud yg dikasihani di sini siapa ya? Korban? Pelaku? Kalo pelaku gak perlu dikasihani,Supportive
😂😂😂😂makanya dek... Jaga napsu mu... Memalukan segini aja dek😂😂😂,Neutral
ada penyusup d gc nya ka😂,Neutral
mas herdi mas herdi,Neutral
eh ini ada apa Cok gw ketinggalan info lagi ih😭,Neutral
sedih bgt jadi korbannya 😭,Supportive
"Patut diselidiki, mereka ini masuk lewat jalur apa.  Kelakuannya nggak  kayak  anak yang susah payah belajar dan berjuang buat masuk UI.  Makhluk macem gitu udah ngalahin banyak anak Indonesia yang bener bener cerdas bertekad dan punya akhlak! Ayo Benahi UI, sebelum kehilangan Marwah",Advocacy
"UnHas, IPB, ITB...sumbangsihnya jelas.. thd pertanian, industri..dlm negeri...UI n UGM... Rusuh melelu/ sumbangnya Demo berjilid iilid
dn masalar moralitas..rendah...",Neutral
"cuma sampe jam 12 aj, itu udh bener bener ngantuk nunggu mereka datang dari jam 11",Neutral
"Possible, tapi setidaknya ini adalah salah satu proses penegakan keadilan. Meskipun possibly digunakan untuk menutup isu lain, isu KS sedang diupayakan untuk diberantas.",Neutral
di akhir2 video ka,Neutral
pas pasan kalee😂,Neutral
kekerasan seksual rekan dan dosen katanya,Neutral
"bentar pulang kerja dulu, nanti gua baca",Neutral
"tonton lagi, klo masih belum ketemu tonton lagi sampe nemu",Neutral
"Ini negara hukum tinggal buktikan di pengadilan woii,,,ntr jaksa di suap,agar bukti itu adalah AI😂😂😂",Neutral
"berani bangett, orang yg sbnr nya takut juga bisa berani kalo lagi d posisi kek gitu krna si pelaku juga gabisa ngapa²in lagi🗿",Neutral
"Tlg d jelaskan beritanya pelecehan yg gmn sih,, saya tdj paham",Neutral
search aj kak bnyk kok,Neutral
harus kena turun akreditasi dulu kah baru DO mereka?,Advocacy
"maaf kak, emang isi chatnya gimana?",Neutral
trs apa hubungannya sama kelakuan bejat,Neutral
nah iya bener banget,Neutral
bukti moral etika dan akhlaq,Neutral
"emg mereka setting gitu kak, terbukti bbrp dr mereka megang jabatan tinggi di organisasi 🤷‍♀️",Neutral
smg beneran ya😭,Neutral
"Meskipun mahasiswa pandai di UI.mereka..
Itulah manusia yg tidak mempunyai pendidikan ""budi pekerti..""
Sudah waktunya mata pelajaran dari SD..pemerintah memasukkan kurikulum mapel ""budi pekerti""..",Advocacy
Waduh ....parah ini UI . Orang oramg hukum ini yamg banyak  merusak indonesia,Neutral
DO........,Advocacy
"Berdasarkan chat grup privat di DO ?? saya rasa belum cukup kuat untuk men DO. Perlu di telusuri lebih dalam lagi, apakah ada tindakan pelecehan yg dilakukan.",Neutral
Ya jd preman hukum,Neutral
"guyonan mesum jangan dinormalisasi biar pada kapok
benarlah klo ini meledak di lingkungan kampu yg isinya akademisi 
terlebih ini fakultas hukum ya harus beneran diadili
harus disebar emang krn no viral no justice
awal munculnya kasus yg viral justru pada datang dr tubuh hukum itu sendiri yg sudah muak membohongi diri dan profesionalisme akademisi, maupun praktisi dan aparat hukum
inget kasus sambo jd awal no viral no justice datang dr polisinya polisi
jadi kalo dah kesebar ga usah bingung UU ITE atau lainnya krn kejahatan walau hanya chatt yg masif dan rawan belanjut maka harus dibongkar

yg rawan dinormalisasi malah obrolan mesum di kalangan sekolah oleh oknum pendidik hingga di publik skala pengajian",Advocacy
"Orang hukum tahu hukum dong dan pasti hukumanya lebih berat dong, orang hukum pasti tenang krn sdh didik apa pun hasil harus tenang...",Neutral
pendidikan ngga menjamin sukses kalau ngga ada akhlak yang bagus,Neutral
saya seorang ibu.. pulang kerja sudah capek scroll tiktok fyp ks di fh ui.. karena planning nya anak ku 2 tahun ke depan mau masuk fh ui.. JD lah aku nonton livenya sampai jam 00.00 sampai ngantuk2,Neutral
"Lu ngomong gitu karena lu gak pernah jadi korban bro, dan kalo lu lupa cowo bisa jadi korban juga.",Supportive
"Produk gagal, sdh tidak layak beredar di masyarakat.",Neutral
"Ini mahasiswa hukum kocak banget, numpang duduk aja kah mereka",Neutral
series nano beneran ada di indonesia juga ☹️,Neutral
"Akibat negara tdk melindungi rakytnya...seharusnya pelaku plecehan,korupsi,perkosaan dan pembunuhan,,,para pelaku WAJIB Di hukum MATI...😮",Advocacy
"Padal udah di sambut di pintu masuk depan, eh malah nongol dr belakang 😌",Neutral
Dosen2nya padahal para lawyers 😢,Neutral
😂😂😂😂😂plengerrrr,Neutral
CALON PENJAHAT KELAMIN,Supportive
in knp ceritanya am ketinggalan,Neutral
penjahat aja dipuji wkwkw,Neutral
"kalau sampe pada akhirnya ga di DO, sakit sih UI aslii...",Advocacy
"ini kalau kejadiannya d pesantren jangankan banyak begini, satu aja yg bikin pasti seluruh pesantren d indo jadi sasaran kritik, tapi krn d UI jadi aman aja, universitas lain pun aman dari kritik, emang sebenci itu klian sama pondok yah",Neutral
"Kasus mahasiswa yg dibunuh ditenggelamkan di danau UI sampe skrg pelakunya blm ketauan siapa karena di tutup - tutupi.
ini ada kasus lagi, memalukan sungguh UI banyak oknum gak jelas",Neutral
"Tadi lihat video lewat katanya harus dateng jam 4 ehh malah dateng jam 10 malem itu pun 2 orang, yang lain di lindungin orangtuanya yang berpangkat..",Neutral
"Jaga image, pdahal sm aj",Neutral
"pliss ada apa guys aku ketinggalan berita,pliss kasih tau🙏🏻🙏🏻🙏🏻",Neutral
"maaf ga ada gunanya sialann, benci bgt gw",Advocacy
sama sama bejadnya pelaku dan korban.munafik.!,VictimBlaming
kataku coba ditonton yg bener vt ini biar gak salah phm,Neutral
